id,totalNFTs,totalMinted,totalSold,totalTraded,floorPrice,salePrice,totalVolumeTraded,bestOffer,listed,owners,uniqueOwners,createdBy,createdOnMillisEpoch,updatedBy,updatedOnMillisEpoch,publicListingPrice
E0120CFB82DF0689,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628951,,,0
D3A296A90DA1571B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628958,,,0
AE30C4659934B4EC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628965,,,0
E10D34E2632FF400,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628971,,,0
AC279D7E65BFC728,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628977,,,0
BD10B2B2FA48877B,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628983,,,0
CC8C461D5D721EED,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628992,,,0
A8D639DD0B6BA56A,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628998,,,0
E507E0A8DBEC7C7C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629004,,,0
D96DE1E3D1792A2C,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629011,,,0
B8C882B4C1BB9D7B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629018,,,0
8FEB041131B5F758,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629029,,,0
FD1815AAA6D4C14D,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629037,,,0
8D6EBDCAC57F5C4F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629044,,,0
AEB22CA74AB7FAB0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629050,,,0
F9AD603298111361,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629057,,,0
C19033FCB0D9FF69,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629064,,,0
F222DF1EE2359105,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629071,,,0
F3CA427B25045FB6,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629080,,,0
C4732F28E4925EE6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629089,,,0
BBD14C88561F57D3,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629098,,,0
B99F342B6FB7883A,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629104,,,0
D05290F2896466DC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629112,,,0
E231E309003038B5,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629119,,,0
F66D1606B9E57FE2,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629125,,,0
CEBF009A4D69003B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629173,,,0
B96342134B00DA60,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629180,,,0
D32DE62EA002266C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629189,,,0
C53B6C7D4C97277D,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629197,,,0
ADC08DAF065D0210,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629208,,,0
E609F81485D1B225,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629216,,,0
C9D818D478885E56,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629224,,,0
96BAC2318760ACCC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629231,,,0
E7ABC978D29644A5,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629241,,,0
AD9C307B6C61E090,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629250,,,0
8BB99E56C900B0E3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629259,,,0
A564E966872C2739,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629266,,,0
FAEE7299892F3F63,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629273,,,0
FC311EBF563AE7A9,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629279,,,0
9D42B9D53C08BB53,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629285,,,0
B41D8BC23AC7ECC0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629292,,,0
F573BB0B124A51AB,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629298,,,0
A25741220F12A522,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629304,,,0
A55F5C9EE567C6B3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629313,,,0
9A2D5402F46E84CC,5,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629320,,,0
D67BAC33C507B694,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629328,,,0
D2B8944FFFCA98D7,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629335,,,0
D1B3E713AC1F0CDE,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629341,,,0
D91465F6947D84C5,3,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629347,,,0
CB762CDB6B95E676,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629354,,,0
8A92521DF84DE20E,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629360,,,0
E9AF2C1D70DE085E,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629365,,,0
A86703C7ABA6970B,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629372,,,0
FFE2E5EE20C9CEB5,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629378,,,0
F9CBFBD4A2442617,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629385,,,0
AF4C28D4A1369776,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629391,,,0
B81EBCBF037914D0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629399,,,0
F8135DD2D554F1E2,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629407,,,0
FDF24FE1C0F362AC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629414,,,0
81654D6A6FE78E3D,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629423,,,0
82EEB093D16476E0,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629430,,,0
B6247915E60FD28A,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629439,,,0
FC8117B2705423E4,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629447,,,0
DDEA7FCDFC1C7CB6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629454,,,0
8C936E359444E480,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629460,,,0
9F185E0C045F1349,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629466,,,0
976AD3DB1A06E6A7,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629474,,,0
E2BEF4184304DDF7,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629481,,,0
ACA21518E6A17160,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629488,,,0
E7E29BBDB98B59C3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629496,,,0
93C73497E0B913A9,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629504,,,0
FDA5E9ACCBA09AB0,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629512,,,0
C7D39DB9DB473915,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629520,,,0
DC7E7CAB7D843D87,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629527,,,0
B94C389E74503086,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629535,,,0
DDD93304862776AF,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629542,,,0
BE69976A36AD692E,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629550,,,0
E0767BF6B1A8BCCB,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629557,,,0
9352AB2FF05F7C04,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629565,,,0
BEC7AA60791E9B94,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629573,,,0
DFD5582EBC9A792D,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629581,,,0
B086D44668633498,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629590,,,0
C7B239BBA67289D5,5,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629601,,,0
D814517979A0F01B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629609,,,0
BD57D23F7BAB7C9E,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629621,,,0
B0EBBFA1D0DF24EB,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629629,,,0
90238F69C05F27DA,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629636,,,0
98860F2289C1DBB6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629648,,,0
F567C1A52ECB1A9F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629657,,,0
C15E63F33E69F338,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629664,,,0
EABC6AF29528599A,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629673,,,0
F4AE6D41C25D9638,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629678,,,0
B815417F86E29737,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629689,,,0
ACFD7A41410D4252,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629697,,,0
A60813E956585F03,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629703,,,0
95DB565768B29A8F,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629709,,,0
FB564E007A62CC92,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629756,,,0
FC3B28BD52F82408,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629763,,,0
856B2B221B24A1DE,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629772,,,0
ECECF0C75FC90499,3,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629780,,,0
FEEA75C3CF17B581,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629787,,,0
EC99B407B6A53D37,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629794,,,0
BD8BF5FF5D0812C2,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629803,,,0
D1BF3CAD5793605E,4,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629811,,,0
A1DDCC524973F154,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629819,,,0
FA643042634AD34B,7,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629856,,,0
E691345678D3D476,232,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629874,,,0
A9C0560C54BC6C54,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671892694584,mantlePlace,1671892910649,0
B6D61604CC80D474,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671895751841,,,0
F2CD440206678E25,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671896379173,mantlePlace,1671896485527,0
C67B60D5FA2C274F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671973547130,mantlePlace,1671973595875,0
D85B3165135E469F,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671901795525,mantlePlace,1671902334639,0
8AABEE15CD66EACC,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671924376635,mantlePlace,1671924431279,0
F24FBDD95E17DE36,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671951405571,,,0
C61BC53C04F92C27,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671952731352,,,0
BEA8C91BEFF8CF7F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671962279053,mantlePlace,1671962370624,0
DA545EFBA00FE20C,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671969613708,mantlePlace,1671969680595,0
BF07C48D66F41B2C,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671970546534,mantlePlace,1671970802457,0
82B6617875BD5626,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671971318598,,,0
FF27AD6AA7A05D5B,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671971676575,mantlePlace,1671971809164,0
D91C4D3EF4DDBC33,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671974861402,mantlePlace,1671974931786,0
EB9115C105300153,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671986211298,,,0
F714E13C91AA2BF4,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671986574350,,,0
F4C99DE4F2D78A9F,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671986626289,,,0
8D1ABAF4232E1FF6,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671986467162,mantlePlace,1671986835914,0
8B6C56EEE2DE9449,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671987264068,,,0
F5F70958580520B5,3,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671986924929,mantlePlace,1671987342517,0
DF070242237811E5,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671986901690,mantlePlace,1671987137962,0
C74C2AD4F9DED1C1,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671987789753,,,0
D05E21C331702EF0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671988005066,mantlePlace,1671988253743,0
99ED129A6CD1FF87,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628914,mantlePlace,1671988931454,0
E37A42EC77377DC6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671989322275,,,0
DE0E271F077397B2,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671989909912,,,0
AF3759D04DD81F27,101,0,3,3,0,0,4200,0,16,0,0,mantlePlace,1671886629879,mantlePlace,1675014124494,0
D73691D95C7250CD,888,0,84,84,0,0,37092,0,271,0,0,mantlePlace,1671886629862,mantlePlace,1676820856592,450
BD3B7129B39506F0,472,0,9,9,0,0,21000,0,222,0,0,mantlePlace,1671886629842,mantlePlace,1676718090906,1000
8034E1D7A0B83DAB,13,0,1,1,0,0,1300,0,12,0,0,mantlePlace,1671886629835,mantlePlace,1676045341000,0
A07FAEF74B59B7F7,330,0,10,10,0,0,10390,0,88,0,0,mantlePlace,1671886629904,mantlePlace,1676389849982,830
90059167EFA307A5,7776,0,132,132,0,0,121353,0,1586,0,0,mantlePlace,1671886629828,mantlePlace,1676749469232,909
9D30E99C3A283984,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671990012860,,,0
F9F1CA419D3DE915,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671990636286,,,0
831B4A67E0C90989,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671993159065,,,0
B19004514C0FB346,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671992815426,mantlePlace,1671993200938,0
C68EF3C947BEDB3B,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671993379358,mantlePlace,1671993461658,0
BF90038C41B27BD9,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671997000378,,,0
C2E950F13A47A846,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671998876048,mantlePlace,1671999081397,0
8316F3D28370011D,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1672000044945,,,0
DF456F86AC7A6975,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1672007214798,,,0
99852231C5BB79F5,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1672018267769,mantlePlace,1672018362922,0
B97A25E7171D7DD1,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1672018620684,mantlePlace,1672018969105,0
F01A7C756DD6A57D,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1672023277239,mantlePlace,1672023388007,0
